SaleID,CustomerID,ProductID,SupplierID,Revenue,Profit,CO2Emissions,Date
3315,2311,455,78,591.32,139.08,9.58,2023-05-19 02:00:00
3316,4246,341,98,590.21,33.79,28.45,2023-05-19 03:00:00
3317,2738,313,7,10.57,191.63,30.52,2023-05-19 04:00:00
3318,1608,163,20,477.43,1.86,3.39,2023-05-19 05:00:00
3319,2954,293,31,272.96,47.34,48.88,2023-05-19 06:00:00
3320,3982,178,86,342.85,135.51,15.18,2023-05-19 07:00:00
3321,3195,377,84,602.7,170.85,35.73,2023-05-19 08:00:00
3322,4340,30,79,875.6,198.72,31.62,2023-05-19 09:00:00
3323,4683,401,25,189.84,35.48,1.75,2023-05-19 10:00:00
3324,3093,161,1,770.54,62.12,43.13,2023-05-19 11:00:00
3325,2963,400,17,58.41,178.48,15.29,2023-05-19 12:00:00
3326,2663,399,80,333.46,7.47,12.53,2023-05-19 13:00:00
3327,856,397,85,226.72,146.93,3.02,2023-05-19 14:00:00
3328,2147,487,27,916.43,85.19,12.59,2023-05-19 15:00:00
3329,4926,3,99,186.22,138.07,31.04,2023-05-19 16:00:00
3330,1387,24,24,582.85,105.46,10.12,2023-05-19 17:00:00
3331,1717,407,62,173.14,125.8,23.38,2023-05-19 18:00:00
3332,4152,59,52,478.75,133.67,40.01,2023-05-19 19:00:00
3333,1726,237,51,419.27,126.62,47.76,2023-05-19 20:00:00
3334,1954,240,66,50.94,133.25,35.05,2023-05-19 21:00:00
3335,185,311,57,827.61,114.1,9.87,2023-05-19 22:00:00
3336,522,321,55,782.31,143.07,19.22,2023-05-19 23:00:00
3337,2312,160,53,285.08,155.43,27.75,2023-05-20 00:00:00
3338,1249,481,89,617.86,157.8,43.58,2023-05-20 01:00:00
3339,1659,60,19,369.04,170.85,27.43,2023-05-20 02:00:00
3340,1003,240,13,771.53,63.96,24.62,2023-05-20 03:00:00
3341,3228,414,29,695.56,149.41,13.06,2023-05-20 04:00:00
3342,3139,322,96,99.56,189.39,25.03,2023-05-20 05:00:00
3343,1929,402,6,845.75,74.13,16.0,2023-05-20 06:00:00
3344,394,59,73,187.63,155.75,28.27,2023-05-20 07:00:00
3345,1618,53,1,182.37,59.0,40.45,2023-05-20 08:00:00
3346,3642,64,24,736.41,35.94,47.29,2023-05-20 09:00:00
3347,661,121,74,191.42,89.84,40.5,2023-05-20 10:00:00
3348,4165,119,99,131.17,161.5,41.43,2023-05-20 11:00:00
3349,320,286,6,342.23,62.12,17.96,2023-05-20 12:00:00
3350,2225,18,48,840.33,59.69,34.81,2023-05-20 13:00:00
3351,584,5,20,185.04,56.26,19.47,2023-05-20 14:00:00
3352,3601,325,76,345.68,44.41,1.31,2023-05-20 15:00:00
3353,582,392,67,293.39,122.61,44.24,2023-05-20 16:00:00
3354,3697,393,55,362.5,49.42,2.71,2023-05-20 17:00:00
3355,1768,160,18,717.13,187.05,5.86,2023-05-20 18:00:00
3356,1557,376,21,411.41,69.84,1.02,2023-05-20 19:00:00
3357,1799,142,99,761.98,108.94,3.46,2023-05-20 20:00:00
3358,4207,397,64,644.0,82.42,3.04,2023-05-20 21:00:00
3359,999,18,37,367.49,192.58,33.9,2023-05-20 22:00:00
3360,758,68,19,437.92,85.38,42.69,2023-05-20 23:00:00
3361,283,114,89,706.59,113.18,39.85,2023-05-21 00:00:00
3362,4897,22,56,539.41,152.92,31.35,2023-05-21 01:00:00
3363,131,20,62,869.66,35.09,39.32,2023-05-21 02:00:00
3364,1294,399,18,933.85,7.5,22.88,2023-05-21 03:00:00
3365,61,263,30,720.53,91.53,45.33,2023-05-21 04:00:00
3366,2212,461,56,989.32,110.58,23.05,2023-05-21 05:00:00
3367,1549,98,42,600.57,58.13,1.51,2023-05-21 06:00:00
3368,4368,105,53,49.43,93.04,35.15,2023-05-21 07:00:00
3369,1782,286,98,509.8,123.42,41.55,2023-05-21 08:00:00
3370,38,5,74,237.71,194.68,11.31,2023-05-21 09:00:00
3371,3632,129,86,340.38,120.75,15.96,2023-05-21 10:00:00
3372,2665,444,50,495.17,90.32,34.78,2023-05-21 11:00:00
3373,474,159,4,302.1,5.48,28.73,2023-05-21 12:00:00
3374,59,251,63,316.53,62.81,44.51,2023-05-21 13:00:00
3375,2637,499,67,408.0,72.34,23.94,2023-05-21 14:00:00
3376,2615,276,56,293.59,95.91,33.66,2023-05-21 15:00:00
3377,2615,83,49,177.81,156.65,13.65,2023-05-21 16:00:00
3378,5000,320,92,767.9,155.4,46.48,2023-05-21 17:00:00
3379,4479,118,22,401.26,169.21,18.55,2023-05-21 18:00:00
3380,1412,448,12,833.44,58.71,27.02,2023-05-21 19:00:00
3381,85,29,49,883.89,69.95,30.86,2023-05-21 20:00:00
3382,1534,493,13,753.45,30.9,12.79,2023-05-21 21:00:00
3383,3798,358,33,402.71,171.63,15.91,2023-05-21 22:00:00
3384,2675,138,47,724.11,130.79,25.17,2023-05-21 23:00:00
3385,2874,157,64,163.67,16.43,13.62,2023-05-22 00:00:00
3386,3121,31,83,664.5,61.43,6.59,2023-05-22 01:00:00
3387,1091,331,17,411.97,31.39,41.85,2023-05-22 02:00:00
3388,2835,471,34,659.09,193.88,16.3,2023-05-22 03:00:00
3389,4225,286,68,757.24,65.6,20.86,2023-05-22 04:00:00
3390,2077,153,39,567.06,99.8,27.4,2023-05-22 05:00:00
3391,3191,336,72,646.05,64.26,42.14,2023-05-22 06:00:00
3392,4788,58,97,221.39,95.39,7.1,2023-05-22 07:00:00
3393,4229,313,1,596.77,199.73,31.34,2023-05-22 08:00:00
3394,1209,87,5,465.87,58.19,17.62,2023-05-22 09:00:00
3395,3578,123,96,433.77,57.24,43.49,2023-05-22 10:00:00
3396,4742,191,40,416.21,74.9,33.09,2023-05-22 11:00:00
3397,2582,353,63,317.81,34.69,7.35,2023-05-22 12:00:00
3398,3788,371,1,312.28,148.06,14.92,2023-05-22 13:00:00
3399,516,293,35,702.71,76.49,1.9,2023-05-22 14:00:00
3400,2213,314,86,562.22,116.59,38.55,2023-05-22 15:00:00
3401,2975,28,93,39.65,132.6,20.7,2023-05-22 16:00:00
3402,933,155,17,58.04,8.05,2.53,2023-05-22 17:00:00
3403,1664,454,94,574.42,129.16,0.77,2023-05-22 18:00:00
3404,557,230,99,847.82,107.02,47.78,2023-05-22 19:00:00
3405,1672,37,60,53.54,17.49,42.63,2023-05-22 20:00:00
3406,993,6,1,512.13,25.77,16.79,2023-05-22 21:00:00
3407,1629,473,4,852.62,88.72,25.88,2023-05-22 22:00:00
3408,1692,461,9,14.4,69.92,28.84,2023-05-22 23:00:00
3409,4853,318,45,283.04,88.06,25.81,2023-05-23 00:00:00
3410,1105,225,32,920.72,127.47,15.47,2023-05-23 01:00:00
3411,1271,33,69,90.65,31.73,19.59,2023-05-23 02:00:00
3412,2903,89,14,610.93,132.83,9.14,2023-05-23 03:00:00
3413,4745,334,51,512.31,163.81,1.76,2023-05-23 04:00:00
3414,1410,40,90,160.16,1.58,7.82,2023-05-23 05:00:00
3415,3647,169,23,52.06,74.32,0.75,2023-05-23 06:00:00
3416,1331,375,46,507.56,55.76,21.71,2023-05-23 07:00:00
3417,4724,298,86,737.78,86.97,33.08,2023-05-23 08:00:00
3418,2055,486,27,185.47,123.44,9.13,2023-05-23 09:00:00
3419,954,393,89,694.41,38.33,26.74,2023-05-23 10:00:00
3420,1843,18,36,550.92,27.69,16.32,2023-05-23 11:00:00
3421,2803,15,68,364.27,146.04,6.09,2023-05-23 12:00:00
3422,10,132,32,667.79,137.46,6.47,2023-05-23 13:00:00
3423,2610,290,73,200.06,92.71,30.94,2023-05-23 14:00:00
3424,122,318,66,462.36,100.76,5.97,2023-05-23 15:00:00
3425,4783,294,42,553.81,54.7,27.71,2023-05-23 16:00:00
3426,2561,209,50,464.11,66.51,9.61,2023-05-23 17:00:00
3427,3038,327,57,403.53,64.7,43.32,2023-05-23 18:00:00
3428,441,480,64,743.5,145.54,2.59,2023-05-23 19:00:00
3429,2750,279,46,659.54,111.57,19.42,2023-05-23 20:00:00
3430,591,382,89,643.07,146.17,38.1,2023-05-23 21:00:00
3431,1369,276,74,892.88,118.55,37.48,2023-05-23 22:00:00
3432,1990,495,89,993.57,109.58,7.32,2023-05-23 23:00:00
3433,1362,440,54,571.53,64.8,9.92,2023-05-24 00:00:00
3434,3774,309,53,354.79,79.7,27.36,2023-05-24 01:00:00
3435,2065,386,29,781.09,177.59,34.24,2023-05-24 02:00:00
3436,2416,277,37,150.68,115.61,37.64,2023-05-24 03:00:00
3437,2952,76,69,517.78,105.37,31.07,2023-05-24 04:00:00
3438,2769,298,14,529.26,11.57,39.18,2023-05-24 05:00:00
3439,3417,313,97,983.63,134.51,22.05,2023-05-24 06:00:00
3440,1577,378,27,991.1,137.52,28.07,2023-05-24 07:00:00
3441,115,433,5,801.22,138.44,21.72,2023-05-24 08:00:00
3442,1369,347,44,478.29,19.15,38.07,2023-05-24 09:00:00
3443,139,498,15,551.75,60.79,8.82,2023-05-24 10:00:00
3444,4924,112,67,326.54,74.87,12.7,2023-05-24 11:00:00
3445,4942,266,1,831.55,165.47,41.86,2023-05-24 12:00:00
3446,3374,72,24,749.08,196.15,35.75,2023-05-24 13:00:00
3447,1316,317,76,773.71,83.53,36.79,2023-05-24 14:00:00
3448,74,21,62,147.29,111.3,5.05,2023-05-24 15:00:00
3449,3847,188,78,404.65,2.46,24.27,2023-05-24 16:00:00
3450,484,121,57,541.98,2.75,28.26,2023-05-24 17:00:00
3451,4112,342,20,133.41,15.83,39.02,2023-05-24 18:00:00
3452,1550,141,58,374.94,144.17,21.17,2023-05-24 19:00:00
3453,1360,304,14,96.56,36.45,27.08,2023-05-24 20:00:00
3454,1897,424,78,959.25,151.81,11.99,2023-05-24 21:00:00
3455,4225,447,53,753.75,86.94,41.62,2023-05-24 22:00:00
3456,511,204,35,624.54,170.14,45.7,2023-05-24 23:00:00
3457,423,209,62,212.81,174.19,23.26,2023-05-25 00:00:00
3458,2433,496,61,340.79,176.09,21.92,2023-05-25 01:00:00
3459,1907,9,19,153.04,109.16,16.48,2023-05-25 02:00:00
3460,4328,185,84,540.76,157.91,13.41,2023-05-25 03:00:00
3461,959,435,42,822.31,132.72,27.71,2023-05-25 04:00:00
3462,825,369,44,28.85,38.16,8.52,2023-05-25 05:00:00
3463,65,376,87,112.28,76.92,29.51,2023-05-25 06:00:00
3464,4929,296,98,237.06,192.51,28.11,2023-05-25 07:00:00
3465,4711,332,1,716.93,154.74,34.73,2023-05-25 08:00:00
3466,3349,201,68,895.04,53.34,11.36,2023-05-25 09:00:00
3467,801,64,81,755.48,56.91,35.13,2023-05-25 10:00:00
3468,278,350,90,529.7,51.58,0.94,2023-05-25 11:00:00
3469,1718,326,78,114.06,66.43,26.77,2023-05-25 12:00:00
3470,2414,320,46,757.37,185.73,42.22,2023-05-25 13:00:00
3471,1239,25,51,114.58,87.27,36.42,2023-05-25 14:00:00
3472,4524,412,32,354.21,73.49,42.56,2023-05-25 15:00:00
3473,1487,394,100,314.91,48.6,7.5,2023-05-25 16:00:00
3474,4682,489,84,365.63,178.59,35.97,2023-05-25 17:00:00
3475,3299,156,80,336.23,191.52,23.51,2023-05-25 18:00:00
3476,4471,221,19,771.49,65.38,16.23,2023-05-25 19:00:00
3477,2996,292,39,180.01,123.71,17.85,2023-05-25 20:00:00
3478,93,139,88,847.39,191.73,5.19,2023-05-25 21:00:00
3479,3532,21,14,859.68,100.4,34.88,2023-05-25 22:00:00
3480,1841,486,29,496.02,94.26,31.63,2023-05-25 23:00:00
3481,3528,154,42,115.09,106.01,7.72,2023-05-26 00:00:00
3482,1622,402,14,579.65,7.6,27.26,2023-05-26 01:00:00
3483,1562,68,11,822.72,60.72,6.57,2023-05-26 02:00:00
3484,1417,492,75,296.58,140.1,15.74,2023-05-26 03:00:00
3485,2965,41,47,839.37,193.38,2.3,2023-05-26 04:00:00
3486,4191,15,24,680.15,114.18,31.09,2023-05-26 05:00:00
3487,1131,279,22,987.37,38.9,0.72,2023-05-26 06:00:00
3488,1414,169,49,826.46,85.94,13.11,2023-05-26 07:00:00
3489,3598,134,55,209.49,98.51,13.41,2023-05-26 08:00:00
3490,3745,491,55,454.51,31.29,37.44,2023-05-26 09:00:00
3491,2119,199,85,112.47,66.53,22.59,2023-05-26 10:00:00
3492,664,238,70,78.97,89.57,28.7,2023-05-26 11:00:00
3493,2635,444,78,708.99,53.12,12.53,2023-05-26 12:00:00
3494,2775,112,73,913.8,71.42,27.43,2023-05-26 13:00:00
3495,3970,463,35,973.84,55.97,7.55,2023-05-26 14:00:00
3496,3491,52,44,277.76,122.95,49.62,2023-05-26 15:00:00
3497,1572,137,36,209.75,116.14,25.9,2023-05-26 16:00:00
3498,1524,255,89,564.62,110.79,43.98,2023-05-26 17:00:00
3499,988,115,15,208.85,20.25,5.37,2023-05-26 18:00:00
3500,3239,158,45,302.95,37.53,29.56,2023-05-26 19:00:00
3501,3846,300,62,838.85,23.05,33.59,2023-05-26 20:00:00
3502,3694,446,92,812.36,13.59,39.47,2023-05-26 21:00:00
3503,99,427,50,896.12,50.12,24.35,2023-05-26 22:00:00
3504,2289,412,78,487.42,39.71,1.9,2023-05-26 23:00:00
3505,1515,478,13,568.44,145.27,13.13,2023-05-27 00:00:00
3506,4298,264,31,772.88,139.48,14.1,2023-05-27 01:00:00
3507,634,355,5,246.87,41.07,15.99,2023-05-27 02:00:00
3508,4842,307,83,824.86,33.95,4.7,2023-05-27 03:00:00
3509,4586,99,8,27.38,29.83,0.13,2023-05-27 04:00:00
3510,579,121,13,799.68,64.69,26.03,2023-05-27 05:00:00
3511,3960,90,41,778.15,59.54,36.87,2023-05-27 06:00:00
3512,273,30,17,308.76,6.68,11.58,2023-05-27 07:00:00
3513,4882,483,32,730.63,114.01,34.72,2023-05-27 08:00:00
3514,3955,230,5,221.85,179.71,36.58,2023-05-27 09:00:00
3515,3928,139,9,580.47,108.23,20.62,2023-05-27 10:00:00
3516,453,254,34,703.58,13.7,26.3,2023-05-27 11:00:00
3517,1176,404,1,717.55,120.31,15.77,2023-05-27 12:00:00
3518,4912,494,40,983.11,97.51,18.82,2023-05-27 13:00:00
3519,414,31,79,190.19,181.48,29.5,2023-05-27 14:00:00
3520,1551,162,54,485.99,73.28,18.16,2023-05-27 15:00:00
3521,4527,396,32,881.3,150.64,25.1,2023-05-27 16:00:00
3522,4991,432,98,565.9,8.65,37.21,2023-05-27 17:00:00
3523,1947,156,99,877.63,144.58,48.23,2023-05-27 18:00:00
3524,192,323,50,439.72,9.26,44.56,2023-05-27 19:00:00
3525,41,117,59,797.4,69.6,45.73,2023-05-27 20:00:00
3526,1860,191,92,871.35,189.67,45.57,2023-05-27 21:00:00
3527,1333,176,81,847.97,140.94,12.15,2023-05-27 22:00:00
3528,3450,426,62,872.65,185.08,47.33,2023-05-27 23:00:00
3529,136,436,11,227.36,99.67,11.2,2023-05-28 00:00:00
3530,4202,5,23,444.59,121.64,43.22,2023-05-28 01:00:00
3531,4615,333,26,182.83,104.03,29.1,2023-05-28 02:00:00
3532,1942,12,63,188.74,96.29,41.95,2023-05-28 03:00:00
3533,1566,59,46,492.95,116.07,49.11,2023-05-28 04:00:00
3534,4222,321,69,960.49,8.74,43.8,2023-05-28 05:00:00
3535,389,308,90,595.99,37.95,40.84,2023-05-28 06:00:00
3536,1559,299,6,855.31,43.71,10.4,2023-05-28 07:00:00
3537,2122,250,51,937.81,77.19,43.01,2023-05-28 08:00:00
3538,1029,339,43,95.71,87.48,8.37,2023-05-28 09:00:00
3539,3535,93,98,170.44,148.2,25.68,2023-05-28 10:00:00
3540,82,319,42,297.93,33.94,25.17,2023-05-28 11:00:00
3541,776,111,13,620.61,114.41,25.99,2023-05-28 12:00:00
3542,3039,306,25,71.11,55.19,36.18,2023-05-28 13:00:00
3543,4374,368,2,788.79,103.62,19.86,2023-05-28 14:00:00
3544,2888,295,14,73.15,125.7,22.89,2023-05-28 15:00:00
3545,1879,426,17,166.85,116.91,32.99,2023-05-28 16:00:00
3546,2272,473,40,387.89,43.86,34.15,2023-05-28 17:00:00
3547,1608,336,39,562.14,142.18,21.93,2023-05-28 18:00:00
3548,3140,17,25,882.69,131.1,2.7,2023-05-28 19:00:00
3549,606,220,91,964.09,186.47,13.03,2023-05-28 20:00:00
3550,4736,487,48,885.8,127.2,47.21,2023-05-28 21:00:00
3551,3415,299,88,115.97,144.34,46.38,2023-05-28 22:00:00
3552,3666,305,49,634.92,162.39,32.52,2023-05-28 23:00:00
3553,2145,5,33,447.3,22.09,9.34,2023-05-29 00:00:00
3554,4271,129,27,134.53,139.57,4.88,2023-05-29 01:00:00
3555,3766,323,45,559.56,64.4,47.48,2023-05-29 02:00:00
3556,1377,112,31,363.09,164.81,43.67,2023-05-29 03:00:00
3557,3463,24,63,352.33,96.56,19.96,2023-05-29 04:00:00
3558,348,29,38,103.5,116.54,31.52,2023-05-29 05:00:00
3559,1,399,79,979.06,52.81,45.72,2023-05-29 06:00:00
3560,63,132,40,728.7,130.46,6.99,2023-05-29 07:00:00
3561,1784,44,58,287.53,8.09,31.85,2023-05-29 08:00:00
3562,3815,321,65,918.3,149.97,45.98,2023-05-29 09:00:00
3563,226,497,11,948.61,33.5,41.84,2023-05-29 10:00:00
3564,1043,376,15,812.27,46.29,14.43,2023-05-29 11:00:00
3565,845,207,97,662.72,1.18,47.61,2023-05-29 12:00:00
3566,2681,382,57,382.61,63.32,10.24,2023-05-29 13:00:00
3567,4120,216,96,440.0,78.26,10.51,2023-05-29 14:00:00
3568,1235,244,25,460.46,47.57,4.92,2023-05-29 15:00:00
3569,1985,31,39,949.28,46.81,5.99,2023-05-29 16:00:00
3570,4257,404,33,762.53,178.7,38.11,2023-05-29 17:00:00
3571,1279,266,29,299.09,65.96,13.87,2023-05-29 18:00:00
3572,1595,11,58,628.39,144.73,43.47,2023-05-29 19:00:00
3573,2552,82,98,597.96,48.24,42.89,2023-05-29 20:00:00
3574,1953,482,72,814.01,162.0,5.91,2023-05-29 21:00:00
3575,1696,156,11,104.36,135.87,26.66,2023-05-29 22:00:00
3576,955,166,13,704.26,151.48,37.0,2023-05-29 23:00:00
3577,3292,208,69,337.86,88.47,34.16,2023-05-30 00:00:00
3578,357,24,83,138.34,176.03,5.27,2023-05-30 01:00:00
3579,3596,295,21,734.46,75.43,16.16,2023-05-30 02:00:00
3580,969,375,3,338.33,120.58,30.64,2023-05-30 03:00:00
3581,242,179,26,732.82,128.37,29.26,2023-05-30 04:00:00
3582,3447,332,33,170.81,190.5,40.72,2023-05-30 05:00:00
3583,4235,50,94,986.07,27.77,2.9,2023-05-30 06:00:00
3584,2145,490,22,805.37,27.99,24.07,2023-05-30 07:00:00
3585,147,7,62,296.26,92.95,42.46,2023-05-30 08:00:00
3586,543,100,5,743.12,183.66,49.68,2023-05-30 09:00:00
3587,692,81,19,144.44,5.32,6.51,2023-05-30 10:00:00
3588,1026,241,9,656.9,55.98,32.33,2023-05-30 11:00:00
3589,4051,324,58,69.04,57.43,0.17,2023-05-30 12:00:00
3590,4006,181,24,340.05,61.69,17.54,2023-05-30 13:00:00
3591,3360,293,39,978.68,5.92,22.29,2023-05-30 14:00:00
3592,2952,481,76,129.71,165.3,17.36,2023-05-30 15:00:00
3593,730,83,61,601.45,2.77,31.26,2023-05-30 16:00:00
3594,4500,54,48,79.9,96.06,0.87,2023-05-30 17:00:00
3595,2556,90,91,672.71,12.22,45.42,2023-05-30 18:00:00
3596,1151,439,50,285.88,159.93,15.99,2023-05-30 19:00:00
3597,1736,203,62,316.88,149.57,7.6,2023-05-30 20:00:00
3598,1039,31,53,344.42,144.58,21.72,2023-05-30 21:00:00
3599,2913,193,21,213.11,147.52,25.75,2023-05-30 22:00:00
3600,4841,488,38,942.24,188.11,2.7,2023-05-30 23:00:00
3601,2541,100,99,906.77,83.95,39.97,2023-05-31 00:00:00
3602,4415,349,96,871.32,172.45,36.9,2023-05-31 01:00:00
3603,1243,89,59,115.38,37.66,25.64,2023-05-31 02:00:00
3604,773,443,100,241.11,90.8,9.38,2023-05-31 03:00:00
3605,1917,123,97,616.1,2.77,46.34,2023-05-31 04:00:00
3606,3413,374,43,970.67,57.54,39.73,2023-05-31 05:00:00
3607,2500,47,17,608.77,92.17,11.76,2023-05-31 06:00:00
3608,3441,433,69,333.83,181.95,36.83,2023-05-31 07:00:00
3609,3546,146,44,819.23,64.07,5.16,2023-05-31 08:00:00
3610,1214,3,84,144.08,134.81,6.01,2023-05-31 09:00:00
3611,2932,18,63,882.92,166.96,22.29,2023-05-31 10:00:00
3612,419,314,23,974.93,65.98,35.12,2023-05-31 11:00:00
3613,3782,327,68,967.98,34.68,45.87,2023-05-31 12:00:00
3614,4961,476,26,156.22,118.65,48.55,2023-05-31 13:00:00
3615,789,81,94,554.11,57.59,34.63,2023-05-31 14:00:00
3616,1872,153,48,589.07,130.84,39.18,2023-05-31 15:00:00
3617,4591,402,47,202.97,27.81,25.57,2023-05-31 16:00:00
3618,2026,308,46,551.31,31.17,2.89,2023-05-31 17:00:00
3619,2447,488,29,650.07,135.51,6.35,2023-05-31 18:00:00
3620,4824,299,34,335.67,194.74,48.54,2023-05-31 19:00:00
3621,561,67,10,322.52,50.13,19.71,2023-05-31 20:00:00
3622,2652,89,20,69.64,143.07,38.62,2023-05-31 21:00:00
3623,3905,135,88,957.26,106.88,11.1,2023-05-31 22:00:00
3624,540,367,34,805.58,168.92,26.69,2023-05-31 23:00:00
3625,4756,202,13,761.85,78.39,7.72,2023-06-01 00:00:00
3626,3137,428,87,31.56,194.37,40.46,2023-06-01 01:00:00
3627,3290,428,10,628.07,17.4,8.49,2023-06-01 02:00:00
3628,2611,179,86,188.82,196.94,35.33,2023-06-01 03:00:00
3629,4913,339,45,665.1,169.4,7.63,2023-06-01 04:00:00
3630,1945,79,78,624.94,173.43,40.95,2023-06-01 05:00:00
3631,3146,85,89,853.41,168.64,25.2,2023-06-01 06:00:00
3632,2759,21,82,262.88,172.51,20.68,2023-06-01 07:00:00
3633,3261,378,84,37.19,163.22,16.91,2023-06-01 08:00:00
3634,4108,165,92,914.97,180.0,34.42,2023-06-01 09:00:00
3635,1896,28,8,909.55,92.7,4.49,2023-06-01 10:00:00
3636,2501,237,5,461.3,187.92,42.82,2023-06-01 11:00:00
3637,2830,288,85,87.31,77.61,38.09,2023-06-01 12:00:00
3638,3874,185,20,502.99,145.97,18.71,2023-06-01 13:00:00
3639,48,425,44,528.77,142.36,48.88,2023-06-01 14:00:00
3640,2365,310,80,823.51,164.36,41.62,2023-06-01 15:00:00
3641,2257,155,58,719.93,147.94,13.61,2023-06-01 16:00:00
3642,4673,123,20,80.1,8.04,44.4,2023-06-01 17:00:00
3643,754,87,89,708.28,148.09,5.04,2023-06-01 18:00:00
3644,2803,202,71,144.38,5.64,34.51,2023-06-01 19:00:00
3645,4650,40,89,98.58,107.11,6.65,2023-06-01 20:00:00
3646,3653,169,100,404.62,167.95,48.8,2023-06-01 21:00:00
3647,403,70,74,86.59,166.09,2.58,2023-06-01 22:00:00
3648,2087,280,40,830.98,168.42,11.71,2023-06-01 23:00:00
3649,2228,402,16,468.5,120.88,26.55,2023-06-02 00:00:00
3650,3411,330,4,591.13,37.58,29.24,2023-06-02 01:00:00
3651,2991,440,10,581.1,102.09,25.69,2023-06-02 02:00:00
3652,4644,399,51,978.33,103.73,37.03,2023-06-02 03:00:00
3653,1150,493,48,916.62,65.63,0.18,2023-06-02 04:00:00
3654,63,491,95,850.64,85.4,28.23,2023-06-02 05:00:00
3655,4940,354,76,389.44,174.56,30.79,2023-06-02 06:00:00
3656,3154,328,20,153.65,104.07,10.53,2023-06-02 07:00:00
3657,1009,498,32,595.95,141.24,32.99,2023-06-02 08:00:00
3658,2032,419,66,445.91,99.67,32.73,2023-06-02 09:00:00
3659,1323,27,60,233.27,123.88,26.55,2023-06-02 10:00:00
3660,2082,345,11,106.72,19.42,13.04,2023-06-02 11:00:00
3661,752,131,20,441.73,186.35,20.89,2023-06-02 12:00:00
3662,4145,277,23,654.36,87.75,13.7,2023-06-02 13:00:00
3663,658,377,77,629.14,149.91,38.51,2023-06-02 14:00:00
3664,1661,295,35,776.18,133.75,30.97,2023-06-02 15:00:00
3665,701,288,17,471.89,160.06,7.65,2023-06-02 16:00:00
3666,1081,254,10,328.42,7.94,28.42,2023-06-02 17:00:00
3667,2157,434,38,543.31,187.14,45.17,2023-06-02 18:00:00
3668,1541,85,78,975.26,166.12,41.66,2023-06-02 19:00:00
3669,3033,9,83,54.64,166.92,44.57,2023-06-02 20:00:00
3670,1984,50,32,533.38,93.96,45.86,2023-06-02 21:00:00
3671,315,1,54,335.97,159.47,9.49,2023-06-02 22:00:00
3672,3082,4,97,114.3,115.46,36.01,2023-06-02 23:00:00
3673,4734,4,57,440.32,101.19,32.25,2023-06-03 00:00:00
3674,2315,497,89,644.75,157.2,1.77,2023-06-03 01:00:00
3675,2136,90,25,532.88,125.93,38.93,2023-06-03 02:00:00
3676,1650,162,14,38.88,16.35,10.44,2023-06-03 03:00:00
3677,3220,155,45,583.33,63.59,45.86,2023-06-03 04:00:00
3678,3801,15,44,239.68,124.8,41.78,2023-06-03 05:00:00
3679,2479,365,38,348.06,180.86,38.47,2023-06-03 06:00:00
3680,4068,32,36,319.08,186.67,34.87,2023-06-03 07:00:00
3681,1776,425,88,859.93,167.94,23.56,2023-06-03 08:00:00
3682,1967,455,39,57.1,51.61,39.91,2023-06-03 09:00:00
3683,1768,445,39,354.52,95.2,40.98,2023-06-03 10:00:00
3684,3816,63,13,400.87,87.24,5.01,2023-06-03 11:00:00
3685,242,445,66,622.65,88.3,16.62,2023-06-03 12:00:00
3686,4798,364,34,791.08,10.91,15.9,2023-06-03 13:00:00
3687,2950,108,15,730.39,35.55,6.32,2023-06-03 14:00:00
3688,4837,14,58,755.1,31.5,48.79,2023-06-03 15:00:00
3689,4877,23,59,200.46,123.84,29.22,2023-06-03 16:00:00
3690,2257,111,66,912.62,82.95,29.53,2023-06-03 17:00:00
3691,4112,321,52,420.01,65.55,19.18,2023-06-03 18:00:00
3692,3369,160,89,21.0,89.34,38.46,2023-06-03 19:00:00
3693,367,41,69,671.42,65.52,23.83,2023-06-03 20:00:00
3694,2828,282,98,607.96,151.74,37.14,2023-06-03 21:00:00
3695,1253,304,5,134.7,34.24,43.91,2023-06-03 22:00:00
3696,2488,457,43,960.27,12.17,32.88,2023-06-03 23:00:00
3697,4786,144,8,565.95,130.49,31.19,2023-06-04 00:00:00
3698,3604,415,78,474.57,46.89,39.37,2023-06-04 01:00:00
3699,3522,450,93,404.14,129.03,25.2,2023-06-04 02:00:00
3700,4943,288,94,217.75,12.65,40.6,2023-06-04 03:00:00
3701,4518,394,63,953.28,50.17,4.72,2023-06-04 04:00:00
3702,1644,153,68,705.14,31.62,12.17,2023-06-04 05:00:00
3703,1213,82,35,571.93,58.84,46.24,2023-06-04 06:00:00
3704,4704,365,71,634.89,66.44,8.64,2023-06-04 07:00:00
3705,20,226,90,842.02,99.54,22.71,2023-06-04 08:00:00
3706,676,477,32,639.36,104.51,24.09,2023-06-04 09:00:00
3707,4478,429,97,123.44,126.39,20.93,2023-06-04 10:00:00
3708,609,152,24,700.32,67.0,43.36,2023-06-04 11:00:00
3709,62,259,50,569.22,106.87,37.51,2023-06-04 12:00:00
3710,1266,318,59,966.68,198.03,40.53,2023-06-04 13:00:00
3711,2286,79,65,736.38,42.92,49.57,2023-06-04 14:00:00
3712,1155,195,93,350.56,31.39,48.74,2023-06-04 15:00:00
3713,1629,439,38,144.04,168.67,44.62,2023-06-04 16:00:00
3714,1627,223,38,487.46,82.66,28.33,2023-06-04 17:00:00
3715,3717,266,21,682.56,169.53,15.14,2023-06-04 18:00:00
