CustomerID,Customer_Gender,Age,Income,Region
924,Male,26,89300,Europe
925,Non-Binary,63,63949,North America
926,Female,18,57405,Asia
927,Non-Binary,68,54872,Europe
928,Non-Binary,62,62215,North America
929,Male,30,43185,Asia
930,Female,21,63442,Europe
931,Female,18,143263,Europe
932,Non-Binary,66,71759,Australia
933,Female,57,61153,Asia
934,Female,49,97535,Europe
935,Male,51,122023,Africa
936,Female,45,22581,Asia
937,Female,48,71717,Europe
938,Male,25,22763,Australia
939,Male,56,112910,North America
940,Non-Binary,43,75480,North America
941,Female,51,58759,Africa
942,Non-Binary,71,96067,Asia
943,Female,71,138094,Australia
944,Non-Binary,20,45307,Europe
945,Male,67,116371,Europe
946,Non-Binary,29,31064,North America
947,Female,18,96848,Australia
948,Female,71,57548,Africa
949,Female,61,56945,North America
950,Male,22,67937,North America
951,Male,47,26476,Africa
952,Non-Binary,47,71756,Asia
953,Female,74,110101,Europe
954,Non-Binary,34,22382,Asia
955,Male,65,69683,Australia
956,Male,64,107999,South America
957,Female,40,65276,South America
958,Female,32,53402,South America
959,Male,54,111881,Africa
960,Male,38,130300,North America
961,Non-Binary,31,46946,Asia
962,Non-Binary,19,99698,Europe
963,Female,28,134690,South America
964,Female,68,132309,Asia
965,Female,56,93933,South America
966,Non-Binary,55,42335,South America
967,Male,51,65095,Europe
968,Female,55,99930,Australia
969,Male,67,149974,Australia
970,Male,51,47197,Australia
971,Female,35,147619,Africa
972,Non-Binary,47,42010,North America
973,Male,32,44123,Africa
974,Non-Binary,44,107923,Asia
975,Non-Binary,68,22890,Africa
976,Non-Binary,51,113305,Asia
977,Non-Binary,69,129162,Asia
978,Female,74,140927,North America
979,Male,55,28026,Europe
980,Male,50,84925,North America
981,Male,41,88842,Australia
982,Female,32,53665,Australia
983,Female,47,29277,Africa
984,Non-Binary,72,62239,Asia
985,Male,59,67664,South America
986,Male,68,68008,South America
987,Non-Binary,34,34683,Asia
988,Male,22,20670,North America
989,Female,46,109211,Europe
990,Male,21,37889,North America
991,Female,27,75612,Asia
992,Male,73,64535,Asia
993,Non-Binary,34,98542,Europe
994,Female,27,74319,Africa
995,Male,34,134072,Africa
996,Female,37,112067,Europe
997,Female,41,41639,Africa
998,Male,22,84712,South America
999,Male,51,36633,Africa
1000,Male,23,141145,Africa
1001,Female,70,54660,Africa
1002,Female,19,88975,South America
1003,Female,30,52172,Africa
1004,Female,60,79197,Australia
1005,Female,60,121158,South America
1006,Female,65,78847,Europe
1007,Female,28,31577,North America
1008,Female,68,97299,Europe
1009,Non-Binary,64,40176,North America
1010,Non-Binary,74,64386,Europe
1011,Male,40,83972,Australia
1012,Non-Binary,72,140018,North America
1013,Non-Binary,33,109791,North America
1014,Non-Binary,48,61003,Asia
1015,Non-Binary,28,39996,North America
1016,Male,71,120922,North America
1017,Non-Binary,33,106598,Asia
1018,Female,25,55931,Africa
1019,Male,21,144168,Africa
1020,Male,57,55710,Asia
1021,Female,21,143099,South America
1022,Female,73,54693,North America
1023,Male,42,55740,North America
1024,Male,20,97241,Asia
1025,Male,49,128944,Asia
1026,Female,20,113583,South America
1027,Female,44,96502,Australia
1028,Male,46,37374,Africa
1029,Male,49,96674,Europe
1030,Non-Binary,67,136500,Australia
1031,Male,68,101471,Africa
1032,Female,36,65913,North America
1033,Male,38,143683,Australia
1034,Female,22,86025,Asia
1035,Female,35,64516,South America
1036,Non-Binary,45,107796,Africa
1037,Female,59,46069,South America
1038,Female,39,138333,Africa
1039,Female,38,76233,Australia
1040,Non-Binary,23,104811,North America
1041,Male,18,79049,Europe
1042,Non-Binary,22,121820,South America
1043,Female,58,138028,South America
1044,Non-Binary,29,59178,Europe
1045,Female,43,52821,South America
1046,Male,63,71727,South America
1047,Male,51,80935,Africa
1048,Male,66,36999,Africa
1049,Male,31,82522,Europe
1050,Non-Binary,43,58712,North America
1051,Non-Binary,62,84551,Australia
1052,Female,44,60172,Australia
1053,Female,26,53722,South America
1054,Non-Binary,43,30625,North America
1055,Male,74,87165,Europe
1056,Female,64,96509,Europe
1057,Non-Binary,74,26859,Africa
1058,Female,39,61609,South America
1059,Non-Binary,64,63307,Asia
1060,Male,73,130986,Europe
1061,Female,47,121582,South America
1062,Female,60,41839,North America
1063,Non-Binary,65,47216,Africa
1064,Male,34,72953,Australia
1065,Non-Binary,43,104481,North America
1066,Male,53,80593,Europe
1067,Female,18,92075,Europe
1068,Non-Binary,25,69522,North America
1069,Female,66,119161,Europe
1070,Female,52,24886,South America
1071,Male,69,131249,Europe
1072,Non-Binary,32,27485,Africa
1073,Female,64,51455,South America
1074,Non-Binary,73,131984,Asia
1075,Non-Binary,39,36767,Europe
1076,Female,31,132701,Europe
1077,Male,43,48453,Africa
1078,Female,45,96280,Africa
1079,Male,40,122638,Australia
1080,Male,31,73442,North America
1081,Non-Binary,41,71877,North America
1082,Male,19,32226,North America
1083,Male,62,113405,Africa
1084,Female,43,42588,North America
1085,Female,31,98976,North America
1086,Female,73,51709,Asia
1087,Non-Binary,68,67788,North America
1088,Non-Binary,24,108031,Europe
1089,Non-Binary,20,57019,Australia
1090,Non-Binary,64,64948,Africa
1091,Male,40,85133,South America
1092,Male,63,134444,Australia
1093,Non-Binary,60,86458,Asia
1094,Female,64,137603,Africa
1095,Non-Binary,62,47526,Africa
1096,Male,35,93493,Europe
1097,Non-Binary,55,148585,Australia
1098,Male,52,72198,Australia
1099,Non-Binary,68,134100,North America
1100,Male,32,143854,Europe
1101,Non-Binary,42,119534,North America
1102,Female,72,63395,North America
1103,Female,54,44031,Africa
1104,Female,45,95542,Australia
1105,Non-Binary,27,145814,North America
1106,Male,56,57701,Asia
1107,Male,74,132599,Asia
1108,Male,34,45939,Australia
1109,Non-Binary,56,69145,Asia
1110,Male,39,40324,Africa
1111,Male,43,42867,Europe
1112,Female,61,20203,South America
1113,Male,42,36544,North America
1114,Female,34,35899,South America
1115,Non-Binary,30,49063,Europe
1116,Non-Binary,37,110880,Europe
1117,Non-Binary,42,23748,Africa
1118,Female,21,125022,Asia
1119,Female,27,137269,Asia
1120,Non-Binary,20,86629,Europe
1121,Male,58,100764,Africa
1122,Male,62,40884,Africa
1123,Male,35,45183,Australia
1124,Female,64,101570,North America
1125,Male,53,91246,Asia
1126,Non-Binary,64,128036,Europe
1127,Non-Binary,39,39259,Australia
1128,Female,51,55959,South America
1129,Female,64,136525,Asia
1130,Male,25,53457,North America
1131,Male,57,105679,Africa
1132,Non-Binary,66,145829,Europe
1133,Female,61,148216,Asia
1134,Female,36,22103,South America
1135,Non-Binary,59,85901,North America
1136,Male,58,132314,North America
1137,Non-Binary,54,64535,Australia
1138,Non-Binary,23,36103,Asia
1139,Female,69,118046,South America
1140,Non-Binary,43,110012,North America
1141,Female,51,98278,Europe
1142,Female,73,32391,North America
1143,Female,62,122476,South America
1144,Male,23,48901,Africa
1145,Male,54,140721,Africa
1146,Male,74,117537,Australia
1147,Female,50,101159,Asia
1148,Male,70,87914,South America
1149,Female,39,70357,Australia
1150,Female,38,106908,North America
1151,Female,23,130335,North America
1152,Female,23,58437,Africa
1153,Non-Binary,72,55503,Australia
1154,Male,65,116282,Africa
1155,Male,21,113459,Europe
1156,Female,47,95403,Africa
1157,Female,28,61258,Europe
1158,Female,47,53724,North America
1159,Non-Binary,48,84286,Australia
1160,Female,41,94842,Europe
1161,Non-Binary,72,124927,Australia
1162,Female,26,34908,Australia
1163,Non-Binary,72,112617,Europe
1164,Male,20,70626,Asia
1165,Female,68,57228,Africa
1166,Male,48,43386,Europe
1167,Male,57,66754,North America
1168,Non-Binary,54,130942,Australia
1169,Female,53,48302,South America
1170,Male,41,80815,Europe
1171,Male,48,141084,Africa
1172,Male,23,104748,Australia
1173,Non-Binary,19,83344,Asia
1174,Non-Binary,37,55618,North America
1175,Male,45,131603,Asia
1176,Male,28,96234,South America
1177,Non-Binary,21,81114,Europe
1178,Female,32,137652,Australia
1179,Male,23,90130,Europe
1180,Non-Binary,71,45525,Africa
1181,Male,66,99818,Europe
1182,Female,47,134589,North America
1183,Non-Binary,73,34334,South America
1184,Female,55,114715,Asia
1185,Non-Binary,68,82767,South America
1186,Non-Binary,74,26644,Australia
1187,Female,19,121154,Europe
1188,Male,32,133237,Australia
1189,Non-Binary,28,52933,Asia
1190,Non-Binary,25,146366,Australia
1191,Male,43,63469,Africa
1192,Non-Binary,68,53687,South America
1193,Non-Binary,62,126609,Asia
1194,Female,61,72656,Asia
1195,Male,22,37375,Asia
1196,Male,23,134019,North America
1197,Female,43,140735,South America
1198,Non-Binary,71,85206,Australia
1199,Female,21,116462,Asia
1200,Non-Binary,36,56607,South America
1201,Non-Binary,37,103178,Asia
1202,Non-Binary,50,43993,Africa
1203,Male,37,64386,Africa
1204,Non-Binary,66,143394,Africa
1205,Male,29,66287,Europe
1206,Male,64,106724,Asia
1207,Non-Binary,18,118132,Europe
1208,Male,43,113308,South America
1209,Male,31,116393,Europe
1210,Non-Binary,55,147314,South America
1211,Female,54,96312,South America
1212,Female,28,118371,South America
1213,Non-Binary,53,95324,Australia
1214,Non-Binary,30,91196,Europe
1215,Non-Binary,60,90014,Australia
1216,Male,20,28210,Asia
1217,Female,50,30922,Europe
1218,Non-Binary,23,56289,Asia
1219,Male,67,149097,Asia
1220,Male,73,53340,South America
1221,Female,27,59850,Europe
1222,Male,22,76984,Asia
1223,Female,40,123699,Africa
1224,Female,27,133711,Asia
1225,Male,61,104178,Africa
1226,Male,19,31094,Europe
1227,Non-Binary,30,107959,Australia
1228,Female,57,53418,Europe
1229,Male,19,25741,Australia
1230,Male,37,131585,Australia
1231,Male,18,92374,Europe
1232,Female,54,137275,Asia
1233,Non-Binary,26,142564,North America
1234,Female,34,88798,Asia
1235,Non-Binary,26,136026,Asia
1236,Male,28,90532,South America
1237,Female,32,130130,South America
1238,Male,41,42164,Asia
1239,Non-Binary,55,55595,Africa
1240,Male,72,50257,Australia
1241,Female,52,34211,South America
1242,Male,47,115989,Asia
1243,Non-Binary,48,25232,North America
1244,Female,66,87753,Africa
1245,Non-Binary,22,72691,Europe
1246,Male,61,109765,Asia
1247,Male,67,99768,Asia
1248,Female,31,45613,Australia
1249,Male,70,34026,Africa
1250,Female,73,73535,South America
1251,Male,28,114090,South America
1252,Non-Binary,26,50908,South America
1253,Male,51,72113,Europe
1254,Male,29,39610,Africa
1255,Female,52,66646,Africa
1256,Non-Binary,52,125141,South America
1257,Female,18,83185,South America
1258,Non-Binary,57,92567,Australia
1259,Non-Binary,39,67574,North America
1260,Female,46,143978,North America
1261,Non-Binary,25,145204,Asia
1262,Non-Binary,28,111051,Asia
1263,Non-Binary,58,122020,Africa
1264,Non-Binary,54,56182,Africa
1265,Male,31,136136,Europe
1266,Non-Binary,47,20570,Europe
1267,Female,52,117790,North America
1268,Male,38,39288,Asia
1269,Female,54,98824,North America
1270,Male,22,49877,North America
1271,Female,36,104425,Asia
1272,Non-Binary,31,20917,Europe
1273,Female,43,95602,Australia
1274,Female,21,115040,Australia
1275,Male,42,84575,Australia
1276,Male,62,92518,Asia
1277,Female,59,142115,South America
1278,Female,42,59104,South America
1279,Male,35,38062,South America
1280,Male,57,36999,Africa
1281,Non-Binary,25,81845,Europe
1282,Male,56,29941,Europe
1283,Male,57,81169,Africa
1284,Non-Binary,31,43470,North America
1285,Female,49,149744,Australia
1286,Female,68,130684,South America
1287,Non-Binary,55,79821,Australia
1288,Female,50,106669,South America
1289,Female,40,138193,Australia
1290,Female,32,64435,North America
1291,Female,50,24529,Australia
1292,Male,42,103055,Australia
1293,Male,34,32192,Asia
1294,Female,50,94102,Australia
1295,Non-Binary,64,92762,Asia
1296,Non-Binary,72,123466,Europe
1297,Female,19,134894,Africa
1298,Male,31,106795,Australia
1299,Non-Binary,70,54087,Europe
1300,Non-Binary,57,86677,Asia
1301,Female,57,24627,Australia
1302,Male,68,76541,Australia
1303,Female,56,132805,North America
1304,Non-Binary,68,88226,Europe
1305,Male,23,125627,South America
1306,Male,23,23255,South America
1307,Male,20,77433,North America
1308,Non-Binary,24,25213,Asia
1309,Non-Binary,68,122412,South America
1310,Non-Binary,25,39404,South America
1311,Non-Binary,59,136545,Africa
1312,Non-Binary,69,45380,Europe
1313,Male,32,111056,Asia
1314,Female,64,39173,Australia
1315,Non-Binary,46,148833,Europe
1316,Female,50,73027,Asia
1317,Male,69,43989,South America
1318,Male,47,128106,Africa
1319,Male,56,44519,Europe
1320,Female,44,145803,South America
1321,Non-Binary,53,42439,Asia
1322,Female,46,138570,Europe
1323,Male,55,96949,Australia
1324,Male,74,34995,Europe
1325,Non-Binary,50,43559,South America
1326,Male,54,148028,Europe
1327,Non-Binary,44,130887,Australia
1328,Male,72,109049,Africa
1329,Female,50,25021,Africa
1330,Male,21,118000,South America
1331,Male,39,41119,Asia
1332,Male,19,71539,South America
1333,Female,27,114835,Africa
1334,Female,22,59350,North America
1335,Non-Binary,27,66223,North America
1336,Female,50,45517,Europe
1337,Female,71,98653,Australia
1338,Female,55,42250,Europe
1339,Male,30,104486,North America
1340,Non-Binary,48,102895,Africa
1341,Male,64,109132,Europe
1342,Non-Binary,53,111066,South America
1343,Female,62,86798,Australia
1344,Female,41,74199,South America
1345,Non-Binary,69,143823,Australia
1346,Male,73,79546,Africa
1347,Non-Binary,32,148180,Europe
1348,Non-Binary,46,125686,Australia
1349,Female,25,108151,South America
1350,Male,22,23327,Europe
1351,Male,46,140318,Europe
1352,Non-Binary,64,49768,South America
1353,Female,21,84418,North America
1354,Male,29,114386,Australia
1355,Female,62,136947,South America
1356,Male,19,62788,Africa
1357,Non-Binary,44,135945,Asia
1358,Female,48,102384,South America
1359,Female,68,66830,Europe
1360,Non-Binary,68,72446,Europe
1361,Male,53,125078,South America
1362,Male,53,35160,Asia
1363,Non-Binary,43,76583,South America
1364,Non-Binary,60,53998,Asia
1365,Non-Binary,44,47230,Asia
1366,Male,22,29076,Africa
1367,Female,37,89341,Australia
1368,Female,28,51085,Europe
1369,Male,27,75571,Europe
1370,Non-Binary,57,34715,Asia
1371,Non-Binary,55,148308,Europe
1372,Male,23,25750,North America
1373,Male,25,133931,Asia
1374,Non-Binary,40,98768,Europe
1375,Non-Binary,64,138544,North America
1376,Female,43,55903,Africa
1377,Non-Binary,63,92489,Europe
1378,Non-Binary,60,52093,North America
1379,Male,29,111036,South America
1380,Non-Binary,43,107954,Australia
1381,Male,30,139277,South America
1382,Female,57,54314,North America
1383,Female,35,68225,Asia
1384,Male,42,107985,Asia
1385,Male,50,103014,Europe
1386,Male,64,55179,South America
1387,Non-Binary,57,137305,Asia
1388,Male,60,132417,Asia
1389,Non-Binary,29,45338,South America
1390,Male,61,112435,Africa
1391,Male,53,89681,Asia
1392,Male,65,52101,Australia
1393,Male,21,22775,North America
1394,Non-Binary,22,131497,Europe
1395,Non-Binary,73,117183,Asia
1396,Male,54,65619,Australia
1397,Female,25,65838,Australia
1398,Non-Binary,59,141316,Asia
1399,Non-Binary,66,39539,Africa
1400,Female,45,122274,North America
1401,Male,48,77124,Europe
1402,Female,26,85149,Asia
1403,Female,71,46616,Europe
1404,Female,68,99655,South America
1405,Non-Binary,46,110695,Australia
1406,Female,31,74567,Australia
1407,Female,57,57099,Asia
1408,Non-Binary,58,95831,Asia
1409,Non-Binary,39,120246,South America
1410,Female,28,81799,Africa
1411,Male,40,140714,Asia
1412,Non-Binary,18,110221,Australia
1413,Male,63,134879,Europe
1414,Female,54,45479,North America
1415,Female,38,66172,Europe
1416,Non-Binary,43,119165,Africa
1417,Female,63,75863,North America
1418,Non-Binary,53,62043,Europe
1419,Non-Binary,71,102569,Europe
1420,Male,40,122438,South America
1421,Female,74,130107,Africa
1422,Male,18,35408,Australia
1423,Non-Binary,71,142275,South America
1424,Male,72,77980,North America
1425,Male,68,102956,Australia
1426,Non-Binary,57,36351,South America
1427,Male,32,24131,Africa
1428,Male,38,136836,Asia
1429,Non-Binary,64,64825,Asia
1430,Female,26,31349,North America
1431,Non-Binary,70,80931,Asia
1432,Non-Binary,26,64254,South America
1433,Male,27,58225,North America
1434,Female,69,124383,Australia
1435,Male,74,32453,Africa
1436,Non-Binary,70,38814,North America
1437,Non-Binary,43,38263,Australia
1438,Non-Binary,58,97694,North America
1439,Non-Binary,52,35735,Europe
1440,Female,69,35830,Europe
1441,Male,42,67893,North America
1442,Non-Binary,43,64673,Asia
1443,Female,28,147006,Europe
1444,Non-Binary,55,109462,Africa
1445,Male,19,65066,Australia
1446,Female,24,120315,South America
1447,Non-Binary,35,23373,Europe
1448,Non-Binary,44,30335,North America
1449,Non-Binary,51,43741,Asia
1450,Male,44,30692,South America
1451,Male,34,67295,Australia
1452,Female,60,65541,Australia
1453,Female,61,54057,Europe
1454,Non-Binary,68,86983,Australia
1455,Female,71,39583,Australia
1456,Non-Binary,41,42765,Asia
1457,Male,42,79287,Asia
1458,Male,24,43906,Asia
1459,Female,69,140747,North America
1460,Male,23,105103,Australia
1461,Female,70,99675,Australia
1462,Non-Binary,41,66525,Australia
1463,Male,50,58230,Africa
1464,Female,66,137904,Asia
1465,Male,46,39520,South America
1466,Male,60,105238,Europe
1467,Male,39,71934,South America
1468,Male,43,45566,North America
1469,Non-Binary,45,93193,North America
1470,Non-Binary,67,123224,Australia
1471,Male,38,50134,South America
1472,Non-Binary,66,30345,Australia
1473,Male,24,141012,Africa
1474,Male,34,141015,North America
1475,Male,37,61185,North America
1476,Female,58,135464,South America
1477,Male,66,112949,North America
1478,Non-Binary,37,90744,Africa
1479,Male,71,53455,Africa
1480,Non-Binary,39,135217,Africa
1481,Male,45,48018,Europe
1482,Male,57,74219,Africa
1483,Non-Binary,66,65991,Africa
1484,Female,24,93616,Europe
1485,Non-Binary,18,107438,Australia
1486,Non-Binary,49,136841,Asia
1487,Female,30,29486,North America
1488,Male,47,58862,Africa
1489,Non-Binary,40,141662,North America
1490,Female,68,78870,South America
1491,Female,73,106694,North America
1492,Non-Binary,36,125996,Australia
1493,Non-Binary,49,63856,Europe
1494,Male,47,121407,North America
1495,Female,46,120744,North America
1496,Non-Binary,66,106055,North America
1497,Female,62,51379,Asia
1498,Female,46,84729,Asia
1499,Female,47,48378,South America
1500,Non-Binary,33,125428,Europe
1501,Non-Binary,57,74353,North America
1502,Male,36,69996,North America
1503,Male,35,34031,North America
1504,Non-Binary,18,100072,North America
1505,Female,31,85982,Asia
1506,Male,68,56683,Australia
1507,Non-Binary,64,134091,Australia
1508,Female,67,137797,South America
1509,Female,19,37618,Africa
1510,Non-Binary,71,26587,Europe
1511,Male,45,82790,Australia
1512,Female,66,51480,North America
1513,Non-Binary,67,118530,Australia
1514,Male,47,40527,South America
1515,Male,55,43569,Africa
1516,Non-Binary,68,31151,Australia
1517,Female,21,91094,South America
1518,Male,18,79174,Asia
1519,Male,25,64739,Africa
1520,Female,46,52954,South America
1521,Non-Binary,72,132984,Australia
1522,Non-Binary,56,132863,Asia
1523,Female,20,129373,South America
1524,Male,49,55303,South America
1525,Female,27,54700,Australia
1526,Male,27,113036,Africa
1527,Male,36,143728,Asia
1528,Male,63,87568,North America
1529,Female,51,86788,Europe
1530,Non-Binary,50,91045,Africa
1531,Non-Binary,40,57842,Asia
1532,Female,72,33900,South America
1533,Male,45,147992,Asia
1534,Non-Binary,49,100059,Europe
1535,Female,67,21881,Australia
1536,Female,24,53037,Europe
1537,Non-Binary,46,21630,North America
1538,Non-Binary,25,40789,North America
1539,Non-Binary,18,146083,Europe
1540,Non-Binary,74,108059,Africa
1541,Non-Binary,72,103494,Africa
1542,Female,20,66151,South America
1543,Female,41,68920,North America
1544,Male,40,129388,South America
1545,Male,25,87231,North America
1546,Non-Binary,71,137946,Europe
1547,Male,74,100357,Africa
1548,Non-Binary,64,23262,Africa
1549,Female,54,86981,Europe
1550,Non-Binary,20,140951,South America
1551,Non-Binary,68,143099,South America
1552,Non-Binary,50,101972,Asia
1553,Non-Binary,45,95485,North America
1554,Male,64,74722,South America
1555,Female,25,109499,Europe
1556,Non-Binary,51,70818,South America
1557,Female,52,49932,Africa
1558,Male,49,26901,North America
1559,Female,41,137473,Australia
1560,Female,31,119023,Asia
1561,Male,49,28597,North America
1562,Female,73,149631,Africa
1563,Male,63,83909,Africa
1564,Male,60,92391,Africa
1565,Female,33,104214,Africa
1566,Male,21,28263,Europe
1567,Male,69,83293,Asia
1568,Non-Binary,54,132824,Australia
1569,Non-Binary,71,144933,Africa
1570,Male,38,45805,Africa
1571,Female,31,111679,South America
1572,Non-Binary,48,31874,Asia
1573,Female,72,113065,North America
1574,Non-Binary,65,106402,Asia
1575,Female,35,34079,Asia
1576,Female,24,69850,Australia
1577,Non-Binary,27,92779,Asia
1578,Non-Binary,24,115408,Australia
1579,Non-Binary,50,29018,Africa
1580,Male,40,140606,Africa
1581,Female,38,69500,Europe
1582,Male,36,140062,Australia
1583,Female,65,32100,Australia
1584,Female,36,77021,North America
1585,Male,53,134995,South America
1586,Non-Binary,46,39800,Asia
1587,Non-Binary,35,148126,North America
1588,Male,19,83400,Australia
1589,Male,18,112446,North America
1590,Non-Binary,64,49437,Europe
1591,Male,22,123124,South America
1592,Non-Binary,37,96537,Australia
1593,Non-Binary,28,66675,Australia
1594,Non-Binary,59,39942,Asia
1595,Female,19,40862,South America
1596,Female,20,31669,Europe
1597,Female,40,141219,Africa
1598,Male,72,73772,North America
1599,Female,29,35916,Asia
1600,Non-Binary,37,30878,Australia
1601,Female,22,22985,Africa
1602,Male,54,117905,Europe
1603,Male,55,93648,South America
1604,Male,47,61235,North America
1605,Male,26,38931,Asia
1606,Female,51,112876,Australia
1607,Non-Binary,70,20336,Australia
1608,Male,61,62933,Africa
1609,Non-Binary,52,104899,Africa
1610,Female,69,65536,North America
1611,Female,39,89504,South America
1612,Female,61,119214,Europe
1613,Female,41,71148,South America
1614,Male,34,133936,South America
1615,Female,27,36279,South America
1616,Non-Binary,47,88665,North America
1617,Male,73,123751,North America
1618,Male,63,124433,Europe
1619,Female,40,91386,South America
1620,Non-Binary,49,106124,North America
1621,Non-Binary,34,125750,Europe
1622,Non-Binary,67,97485,Australia
1623,Non-Binary,68,94055,Europe
1624,Female,34,111911,South America
1625,Male,31,118618,Asia
1626,Non-Binary,26,97273,South America
1627,Non-Binary,57,86670,Asia
1628,Female,19,96474,Europe
1629,Female,62,74028,Australia
1630,Male,42,110022,Australia
1631,Female,56,133892,North America
1632,Male,26,111632,Australia
1633,Non-Binary,71,126651,Africa
1634,Non-Binary,39,91128,Europe
1635,Male,60,38108,North America
1636,Male,63,72495,Australia
1637,Male,21,102806,Europe
1638,Female,43,113185,South America
1639,Female,46,96533,Australia
1640,Male,62,119025,Asia
1641,Female,51,76830,Europe
1642,Male,40,94640,North America
1643,Non-Binary,54,72509,South America
1644,Female,28,86406,Africa
1645,Non-Binary,23,114220,South America
1646,Female,35,59519,Australia
1647,Female,38,69649,Asia
1648,Male,59,54524,South America
1649,Female,53,116493,Africa
1650,Non-Binary,58,53885,North America
1651,Non-Binary,55,64369,Europe
1652,Non-Binary,51,121132,Asia
1653,Non-Binary,34,115402,Africa
1654,Female,54,50676,Australia
1655,Female,42,84093,Australia
1656,Non-Binary,55,67764,Australia
1657,Male,29,70799,Asia
1658,Non-Binary,40,99414,South America
1659,Non-Binary,70,125296,Asia
1660,Female,59,113095,Australia
1661,Female,39,132082,Africa
1662,Non-Binary,38,92307,Europe
1663,Female,44,102062,Europe
1664,Non-Binary,74,115432,Asia
1665,Male,48,51923,Australia
1666,Male,23,137449,North America
1667,Male,44,121739,Asia
1668,Female,57,124926,Australia
1669,Male,51,98388,South America
1670,Female,29,67574,Europe
1671,Non-Binary,62,63391,Europe
1672,Female,74,148691,Europe
1673,Non-Binary,70,141757,North America
1674,Non-Binary,24,73664,Australia
1675,Male,27,87384,Australia
1676,Non-Binary,62,51027,Australia
1677,Female,34,55464,Australia
1678,Female,43,54485,North America
1679,Female,38,148366,Africa
1680,Male,45,39456,Asia
1681,Non-Binary,63,94795,Asia
1682,Female,19,55554,Australia
1683,Non-Binary,71,66922,South America
1684,Female,60,33409,Europe
1685,Non-Binary,18,89327,North America
1686,Male,68,111400,South America
1687,Female,70,56639,South America
1688,Female,53,120110,Australia
1689,Female,68,83627,North America
1690,Female,43,103424,Asia
1691,Female,46,39692,Europe
1692,Non-Binary,38,109037,Asia
1693,Non-Binary,28,98840,South America
1694,Female,57,74200,Europe
1695,Non-Binary,28,113063,Africa
1696,Non-Binary,53,77415,South America
1697,Non-Binary,66,38074,Asia
1698,Female,56,35549,Asia
1699,Non-Binary,57,49963,Australia
1700,Non-Binary,52,111456,Asia
1701,Non-Binary,71,116362,North America
1702,Female,51,121607,South America
1703,Male,72,72265,Europe
1704,Male,64,36061,Asia
1705,Non-Binary,41,78226,Australia
1706,Male,71,48810,Australia
1707,Female,39,80006,Asia
1708,Female,22,142538,North America
1709,Female,73,133502,Australia
1710,Male,50,42800,Europe
1711,Male,53,136192,South America
1712,Non-Binary,64,128959,Africa
1713,Female,37,145433,North America
1714,Male,36,127228,Australia
1715,Male,52,95476,South America
1716,Male,69,89460,Africa
1717,Non-Binary,60,77767,Asia
1718,Male,34,48054,Asia
1719,Non-Binary,62,95319,Europe
1720,Non-Binary,60,122789,Africa
1721,Male,51,65397,Asia
1722,Non-Binary,26,33233,Asia
1723,Non-Binary,43,131205,Australia
1724,Non-Binary,19,110020,Europe
1725,Female,70,45068,South America
1726,Female,26,85727,Asia
1727,Male,26,110610,North America
1728,Male,57,90453,North America
1729,Female,34,124135,South America
1730,Non-Binary,18,45832,Africa
1731,Female,42,128464,Europe
1732,Non-Binary,60,106242,Australia
1733,Male,57,33682,North America
1734,Male,59,112298,North America
1735,Non-Binary,42,43383,South America
1736,Female,56,78160,Africa
1737,Non-Binary,52,113332,Africa
1738,Female,20,43666,South America
1739,Male,67,78817,North America
1740,Non-Binary,54,111198,Europe
1741,Female,61,130695,North America
1742,Male,61,54642,Africa
1743,Female,68,61830,Australia
1744,Male,47,123067,North America
1745,Female,55,30234,Europe
1746,Female,51,77616,Asia
1747,Female,29,29221,North America
1748,Female,36,31410,South America
1749,Male,54,100055,Asia
1750,Female,61,81413,South America
1751,Male,66,21051,South America
1752,Male,34,130529,South America
1753,Female,27,95301,North America
1754,Male,74,96918,Africa
1755,Non-Binary,72,98116,Asia
1756,Non-Binary,66,142226,Europe
1757,Male,64,76563,Africa
1758,Non-Binary,29,117859,North America
1759,Male,33,64757,South America
1760,Female,41,146169,Europe
1761,Female,36,141008,Asia
1762,Non-Binary,25,97475,Africa
1763,Male,48,71257,Australia
1764,Non-Binary,38,115500,Africa
1765,Male,34,20307,Europe
1766,Male,40,76889,North America
1767,Male,54,88895,Asia
1768,Male,71,115184,Europe
1769,Female,33,55944,South America
1770,Female,23,119555,Asia
1771,Non-Binary,25,58134,Africa
1772,Female,42,47323,Europe
1773,Female,35,136205,Africa
1774,Male,42,91762,Africa
1775,Female,29,107225,Africa
1776,Non-Binary,32,116507,North America
1777,Female,43,45954,Africa
1778,Male,58,75021,South America
1779,Female,62,109959,South America
1780,Male,43,115927,Asia
1781,Non-Binary,64,99866,Australia
1782,Male,49,90427,Africa
1783,Male,27,24992,Africa
1784,Female,33,21961,Europe
1785,Female,24,32497,North America
1786,Male,34,137551,Australia
1787,Male,40,52551,Asia
1788,Non-Binary,43,96384,Australia
1789,Male,38,145374,Africa
1790,Male,39,75755,Europe
1791,Non-Binary,24,33255,North America
1792,Male,31,24567,Asia
1793,Non-Binary,32,68847,Australia
1794,Male,70,124817,Asia
1795,Non-Binary,24,68003,Africa
1796,Non-Binary,26,40389,Asia
1797,Non-Binary,68,64523,Europe
1798,Non-Binary,65,143802,Asia
1799,Non-Binary,25,81576,South America
1800,Female,67,147342,Europe
1801,Male,40,63919,Australia
